"","PC1","PC2"
"TCGA.VP.A87E.01A.31R.A352.07",370.273488909491,-124.146189547423
"TCGA.G9.7509.01A.11R.A41O.07",381.021638502146,-64.0307834021281
"TCGA.VP.A87C.01A.11R.A352.07",397.206643066024,-30.3809722095949
"TCGA.KK.A7B2.01A.12R.A32O.07",-741.656025143368,-33.0425237756964
"TCGA.YL.A8SP.01B.11R.A37L.07",794.82020155686,-24.223477769435
"TCGA.EJ.5527.01A.01R.1580.07",654.269920790534,-45.2822100020689
"TCGA.EJ.7218.01B.11R.A32O.07",-61.8983571463708,-77.3797758255204
"TCGA.HC.7752.01A.11R.2118.07",-1780.44766702271,-3.71161863137362
"TCGA.CH.5764.01A.21R.1580.07",488.387889420783,-14.5245861946457
"TCGA.VP.A87D.01A.11R.A352.07",523.372197991136,-32.6970850072735
"TCGA.G9.6494.01A.11R.1789.07",418.245179526272,444.320951206852
"TCGA.V1.A9OL.01A.11R.A41O.07",643.790847463505,-63.0535667019623
"TCGA.KC.A4BV.01A.31R.A26U.07",310.866047042803,-30.7302235180406
"TCGA.HC.7080.01A.11R.1965.07",628.553953934392,-55.6179051391654
"TCGA.HC.7817.01B.11R.A29R.07",515.719503161595,88.0645657203259
"TCGA.YL.A9WJ.01A.11R.A37L.07",433.594564405649,-47.0643671209979
"TCGA.KK.A8IC.01A.11R.A36G.07",492.441406365509,-45.7647818906308
"TCGA.XJ.A9DK.01A.11R.A37L.07",131.26299031109,-28.7128978727561
"TCGA.HC.8261.01A.11R.2263.07",244.50347081056,-58.5137650335255
"TCGA.EJ.8472.01A.11R.2403.07",800.123033246312,-49.2184037284296
"TCGA.EJ.A8FN.01A.11R.A352.07",137.927273197637,-103.071779426327
"TCGA.V1.A9Z9.01A.21R.A41O.07",150.50942044101,-87.3080826268351
"TCGA.KK.A8I8.01A.11R.A36G.07",-768.955974595757,17.5273389105488
"TCGA.FC.7961.01A.11R.A29R.07",437.754495524289,-82.5396696398605
"TCGA.KK.A6E4.01A.11R.A30B.07",-1145.60875644922,-20.5784381429686
"TCGA.EJ.5522.01A.01R.1580.07",860.609843870261,-54.4987705370776
"TCGA.KK.A7AV.01A.11R.A32O.07",25.0809761714252,-38.7926807332576
