"","PC1","PC2"
"TCGA.2A.A8VV.01A.11R.A37L.07",-60.5269058937814,47.270471877259
"TCGA.J9.A52B.01A.11R.A26U.07",164.92083076176,-101.623781333045
"TCGA.KC.A7FE.01A.12R.A33R.07",124.968319610866,251.049188174865
"TCGA.G9.6373.01A.11R.1789.07",-1847.65459546707,15.0704783596527
"TCGA.J4.A83M.01A.11R.A352.07",523.863280227238,-94.7758569700879
"TCGA.FC.A4JI.01A.11R.A250.07",558.619313861161,-206.589570557294
"TCGA.HC.7210.01A.11R.2118.07",1220.54822617652,75.09487218706
"TCGA.V1.A9Z7.01A.11R.A41O.07",-350.027793485571,-128.322282126053
"TCGA.G9.6362.01A.11R.1789.07",-1910.33028396949,-23.7861480666418
"TCGA.ZG.A9LB.01A.11R.A41O.07",-9570.14882029263,-278.435952086134
"TCGA.EJ.5506.01A.01R.1580.07",814.337798332802,-12.5079391348393
"TCGA.HC.8216.01A.11R.A29R.07",397.832239141286,-82.8938443039437
"TCGA.KK.A7AZ.01A.12R.A32O.07",-1190.53856523358,-124.293531220606
"TCGA.G9.7523.01A.11R.2263.07",-177.842364493605,1086.83752303482
"TCGA.CH.5766.01A.11R.1580.07",1069.13621825891,-124.356026286589
"TCGA.XK.AAJU.01A.11R.A41O.07",247.39646059873,75.9924890839177
"TCGA.YL.A8HK.01A.11R.A36G.07",868.340474015059,49.229640598556
"TCGA.EJ.5517.01A.01R.1580.07",451.092368026512,7.98662923408689
"TCGA.V1.A9ZK.01A.11R.A41O.07",464.8685677303,-35.8913358851054
"TCGA.KK.A7AY.01A.11R.A33R.07",-1373.13802119652,-228.055943827454
"TCGA.KK.A8IK.01A.11R.A36G.07",-100.683886051523,-131.510608192585
"TCGA.J4.A67L.01A.11R.A30B.07",-481.720001838751,-155.695199758223
"TCGA.KK.A8ID.01A.11R.A36G.07",214.242529473616,-145.07912066531
"TCGA.EJ.5498.01A.01R.1580.07",894.537870272031,110.964696862093
"TCGA.EJ.5509.01A.01R.1580.07",253.21471689768,-29.8510112172751
"TCGA.VP.A879.01A.11R.A352.07",419.822116204561,191.608960071941
"TCGA.TP.A8TV.01A.11R.A41O.07",-146.278888667345,-153.041992092859
"TCGA.EJ.7789.01A.11R.2118.07",-743.997529865524,-249.950936199215
"TCGA.EJ.7328.01A.31R.2118.07",-163.58057300325,58.5042075004649
"TCGA.XK.AAIR.01A.11R.A41O.07",387.634553785813,16.8021797583745
"TCGA.HC.7750.01A.11R.2118.07",121.677469533842,310.19862779211
"TCGA.2A.AAYO.01A.11R.A41O.07",-143.663539525948,94.7361045464294
"TCGA.KC.A4BL.01A.31R.A250.07",590.587056666496,91.4606328658906
"TCGA.CH.5738.01A.11R.1580.07",894.97004711288,-1.01745626838644
"TCGA.G9.6332.01A.11R.1789.07",106.551874560771,-228.514897881679
"TCGA.2A.A8W3.01A.11R.A37L.07",763.621546442124,-123.773121850625
"TCGA.KK.A6DY.01A.12R.A311.07",549.248787917965,-72.0398001528888
"TCGA.EJ.A7NK.01A.12R.A352.07",391.547577256218,143.382991140628
"TCGA.J4.A6G3.01A.11R.A311.07",849.797755483198,-48.0628900458356
"TCGA.Y6.A9XI.01A.11R.A41O.07",234.981474238291,-84.1771879978342
"TCGA.EJ.5526.01A.01R.1580.07",908.797251843932,-21.8257178640818
